Date,Mentions,Engagements
2016-06-08,0,0
2016-06-09,0,0
2016-06-10,0,0
2016-06-11,0,0
2016-06-12,0,0
2016-06-13,0,0
2016-06-14,0,0
2016-06-15,0,0
2016-06-16,0,0
2016-06-17,0,0
2016-06-18,0,0
2016-06-19,0,0
2016-06-20,0,0
2016-06-21,0,0
2016-06-22,0,0
2016-06-23,0,0
2016-06-24,0,0
2016-06-25,0,0
2016-06-26,0,0
2016-06-27,0,0
2016-06-28,0,0
2016-06-29,0,0
2016-06-30,0,0
2016-07-01,0,0
2016-07-02,0,0
2016-07-03,0,0
2016-07-04,0,0
2016-07-05,0,0
2016-07-06,0,0
2016-07-07,0,0
2016-07-08,0,0
2016-07-09,0,0
2016-07-10,0,0
2016-07-11,0,0
2016-07-12,0,0
2016-07-13,0,0
2016-07-14,0,0
2016-07-15,0,0
2016-07-16,0,0
2016-07-17,0,0
2016-07-18,0,0
2016-07-19,0,0
2016-07-20,0,0
2016-07-21,0,0
2016-07-22,0,0
2016-07-23,0,0
2016-07-24,0,0
2016-07-25,0,0
2016-07-26,0,0
2016-07-27,0,0
2016-07-28,0,0
2016-07-29,0,0
2016-07-30,0,0
2016-07-31,0,0
2016-08-01,0,0
2016-08-02,0,0
2016-08-03,0,0
2016-08-04,0,0
2016-08-05,0,0
2016-08-06,0,0
2016-08-07,0,0
2016-08-08,0,0
2016-08-09,0,0
2016-08-10,0,0
2016-08-11,0,0
2016-08-12,0,0
2016-08-13,0,0
2016-08-14,0,0
2016-08-15,0,0
2016-08-16,0,0
2016-08-17,0,0
2016-08-18,0,0
2016-08-19,0,0
2016-08-20,0,0
2016-08-21,0,0
2016-08-22,0,0
2016-08-23,0,0
2016-08-24,0,0
2016-08-25,0,0
2016-08-26,0,0
2016-08-27,0,0
2016-08-28,0,0
2016-08-29,0,0
2016-08-30,0,0
2016-08-31,0,0
2016-09-01,1,0
2016-09-02,0,0
2016-09-03,0,0
2016-09-04,0,0
2016-09-05,0,0
2016-09-06,0,0
2016-09-07,0,0
2016-09-08,0,0
2016-09-09,0,0
2016-09-10,0,0
2016-09-11,0,0
2016-09-12,0,0
2016-09-13,0,0
2016-09-14,0,0
2016-09-15,0,0
2016-09-16,0,0
2016-09-17,0,0
2016-09-18,0,0
2016-09-19,0,0
2016-09-20,0,0
2016-09-21,0,0
2016-09-22,0,0
2016-09-23,0,0
2016-09-24,0,0
2016-09-25,0,0
2016-09-26,0,0
2016-09-27,0,0
2016-09-28,0,0
2016-09-29,0,0
2016-09-30,0,0
2016-10-01,0,0
2016-10-02,0,0
2016-10-03,0,0
2016-10-04,0,0
2016-10-05,0,0
2016-10-06,0,0
2016-10-07,0,0
2016-10-08,0,0
2016-10-09,0,0
2016-10-10,0,0
2016-10-11,1,0
2016-10-12,0,0
2016-10-13,2,0
2016-10-14,1,0
2016-10-15,0,0
2016-10-16,0,0
2016-10-17,0,0
2016-10-18,1,0
2016-10-19,1,0
2016-10-20,0,0
2016-10-21,0,0
2016-10-22,0,0
2016-10-23,0,0
2016-10-24,4,0
2016-10-25,1,0
2016-10-26,0,0
2016-10-27,0,0
2016-10-28,0,0
2016-10-29,1,0
2016-10-30,21,0
2016-10-31,24,0
2016-11-01,35,0
2016-11-02,36,0
2016-11-03,42,0
2016-11-04,44,0
2016-11-05,64,1
2016-11-06,67,1
2016-11-07,74,1
2016-11-08,81,0
2016-11-09,79,4
2016-11-10,83,0
2016-11-11,173,1
2016-11-12,256,1
2016-11-13,280,1
2016-11-14,284,1
2016-11-15,327,5
2016-11-16,330,12
2016-11-17,561,12
2016-11-18,27051,8752
2016-11-19,45435,19632
2016-11-20,48260,19287
2016-11-21,49178,22786
2016-11-22,59856,25385
2016-11-23,54944,21619
2016-11-24,50721,25480
2016-11-25,44310,23729
2016-11-26,48512,26430
2016-11-27,49026,21764
2016-11-28,48788,20899
2016-11-29,55935,21993
2016-11-30,52353,26923
2016-12-01,56817,21887
2016-12-02,37341,13972
2016-12-03,1096,515
2016-12-04,1180,445
2016-12-05,1274,2137
2016-12-06,1342,1616
2016-12-07,3771,2013
2016-12-08,8552,4572
2016-12-09,11401,8741
2016-12-10,10103,13510
2016-12-11,10686,6696
2016-12-12,11472,8821
2016-12-13,12218,6660
2016-12-14,10926,5204
2016-12-15,12424,4744
2016-12-16,11455,7609
2016-12-17,12066,7992
2016-12-18,11122,9754
2016-12-19,10990,9071
2016-12-20,13659,14524
2016-12-21,11410,6783
2016-12-22,11609,7741
2016-12-23,12783,7737
2016-12-24,10517,6586
2016-12-25,9530,5823
2016-12-26,9995,17945
2016-12-27,11731,33418
2016-12-28,12384,14195
2016-12-29,12857,8239
2016-12-30,12617,7755
2016-12-31,13239,10790
2017-01-01,12002,10181
2017-01-02,11003,7627
2017-01-03,8709,5575
2017-01-04,321,24
2017-01-05,2317,1195
2017-01-06,5321,3141
2017-01-07,5209,5941
2017-01-08,4765,4385
2017-01-09,4611,2347
2017-01-10,4948,2304
2017-01-11,8484,2809
2017-01-12,4952,2545
2017-01-13,4821,3803
2017-01-14,4856,3182
2017-01-15,4357,1982
2017-01-16,5193,2331
2017-01-17,5497,2495
2017-01-18,5723,3514
2017-01-19,7515,4583
2017-01-20,7477,3533
2017-01-21,6499,3509
2017-01-22,7165,3007
2017-01-23,11117,6413
2017-01-24,9822,7570
2017-01-25,8718,8320
2017-01-26,8496,10468
2017-01-27,5309,3277
2017-01-28,5186,3169
2017-01-29,2504,932
2017-01-30,2497,752
2017-01-31,2847,1179
2017-02-01,2827,1542
2017-02-02,2969,1122
2017-02-03,3206,1422
2017-02-04,10399,8868
2017-02-05,12797,12154
2017-02-06,7510,6658
2017-02-07,5312,3660
2017-02-08,3895,2036
2017-02-09,4072,2023
2017-02-10,4909,5371
2017-02-11,3334,1673
2017-02-12,3077,1717
2017-02-13,2996,1267
2017-02-14,3200,1785
2017-02-15,2773,1182
2017-02-16,7825,14377
2017-02-17,10926,23786
2017-02-18,9757,22415
2017-02-19,9959,22038
2017-02-20,10258,20436
2017-02-21,9682,19422
2017-02-22,12181,22253
2017-02-23,11734,21505
2017-02-24,10418,19803
2017-02-25,9546,20945
2017-02-26,10018,20412
2017-02-27,10454,19240
2017-02-28,3158,6344
2017-03-01,4,523
2017-03-02,4,419
2017-03-03,0,4
2017-03-04,0,0
2017-03-05,0,2
2017-03-06,4,0
2017-03-07,0,1
2017-03-08,0,0
2017-03-09,1,0
2017-03-10,2,1
2017-03-11,1,0
2017-03-12,0,0
2017-03-13,0,0
2017-03-14,0,1
2017-03-15,0,0
2017-03-16,0,0
2017-03-17,1,0
2017-03-18,0,0
2017-03-19,0,0
2017-03-20,0,0
